Item,Binomial (Alphabetical),word1,word2,Sentence (alphabetical),Sentence (nonalphabetical),Prime (alphabetical),Prime (nonalphabetical),Prime (unrelated),Questions
274,coroners and senators,coroners,senators,"His uncles were all coroners and senators in their day jobs, but they all wanted to get into the movie industry.","His uncles were all senators and coroners in their day jobs, but they all wanted to get into the movie industry.",NA,NA,NA,NA
275,coroners and senators,coroners,senators,The media hounded various coroners and senators about the case of the murdered politician.,The media hounded various senators and coroners about the case of the murdered politician.,NA,NA,NA,NA
276,corruption and crime,corruption,crime,All of the corruption and crime in the city made Tony want to move.,All of the crime and corruption in the city made Tony want to move.,NA,NA,NA,NA
277,cost and upkeep,cost,upkeep,They didn't think the house was worth the cost and upkeep it would take to keep it.,They didn't think the house was worth the upkeep and cost it would take to keep it.,NA,NA,NA,NA
278,costumes and masks,costumes,masks,Tammy had to buy costumes and masks for all of the Halloween parties she was going to attend.,Tammy had to buy masks and costumes for all of the Halloween parties she was going to attend.,NA,NA,NA,NA
279,cotton and tobacco,cotton,tobacco,The company has sold cotton and tobacco for almost twenty years.,The company has sold tobacco and cotton for almost twenty years.,NA,NA,NA,NA
280,council and governor,council,governor,She wanted to meet with both the council and governor to discuss some ideas she had.,She wanted to meet with both the governor and council to discuss some ideas she had.,NA,NA,NA,NA
281,counties and towns,counties,towns,Fred drove through many counties and towns to move to his new house.,Fred drove through many towns and counties to move to his new house.,NA,NA,NA,NA
282,county and village,county,village,The nearby county and village faced constant threats from their neighbhors.,The nearby village and county faced constant threats from their neighbhors.,NA,NA,NA,NA
283,courage and hope,courage,hope,It took courage and hope to overcome what she had been through.,It took hope and courage to overcome what she had been through.,NA,NA,NA,NA
284,cousins and uncles,cousins,uncles,Olivia said her cousins and uncles are her favorite family members.,Olivia said her uncles and cousins are her favorite family members.,NA,NA,NA,NA
285,crannies and nooks,crannies,nooks,He made sure to dust all of the crannies and nooks throughout the old house.,He made sure to dust all of the nooks and crannies throughout the old house.,NA,NA,NA,NA
286,cream and peaches,cream,peaches,We had cream and peaches for dessert at the diner down the street.,We had peaches and cream for dessert at the diner down the street.,NA,NA,NA,NA
287,crime and poverty,crime,poverty,The study on the link between crime and poverty was published in the local newspaper.,The study on the link between poverty and crime was published in the local newspaper.,NA,NA,NA,NA
288,crime and punishment,crime,punishment,He wrote a paper about the different views of crime and punishment around the world.,He wrote a paper about the different views of punishment and crime around the world.,NA,NA,NA,NA
289,crime and punishment,crime,punishment,Peter studied the laws concerning crime and punishment in Ancient Greece and Rome.,Peter studied the laws concerning punishment and crime in Ancient Greece and Rome.,NA,NA,NA,NA
290,crime and punishment,crime,punishment,Peter was ashamed of the crime and punishment laws in his state.,Peter was ashamed of the punishment and crime laws in his state.,NA,NA,NA,NA
291,crime and punishment,crime,punishment,The jury needed to consider the crime and punishment before coming to a final decision.,The jury needed to consider the punishment and crime before coming to a final decision.,NA,NA,NA,NA
292,crime and violence,crime,violence,The frequent crime and violence in the neighborhood had people worried.,The frequent violence and crime in the neighborhood had people worried.,NA,NA,NA,NA
293,crises and problems,crises,problems,All of the crises and problems she had to overcome made her stronger.,All of the problems and crises she had to overcome made her stronger.,NA,NA,NA,NA
294,crops and livestock,crops,livestock,All of the crops and livestock needed a lot of water to survive.,All of the livestock and crops needed a lot of water to survive.,NA,NA,NA,NA
295,currant and pomegranate,currant,pomegranate,"Dave was an unusual child, as his favorite fruits were currant and pomegranate.","Dave was an unusual child, as his favorite fruits were pomegranate and currant.",NA,NA,NA,NA
296,currant and pomegranate,currant,pomegranate,The chef decided to try some dishes using currant and pomegranate to add variety to the menu.,The chef decided to try some dishes using pomegranate and currant to add variety to the menu.,NA,NA,NA,NA
297,currant and pomegranate,currant,pomegranate,The drink flavored with currant and pomegranate was delicious according to Kim.,The drink flavored with pomegranate and currant was delicious according to Kim.,NA,NA,NA,NA
298,cuts and wounds,cuts,wounds,Max had many cuts and wounds after falling off his bike.,Max had many wounds and cuts after falling off his bike.,NA,NA,NA,NA
299,cysts and tumors,cysts,tumors,Paul had an appointment with his doctor to check for any cysts and tumors that he might have.,Paul had an appointment with his doctor to check for any tumors and cysts that he might have.,NA,NA,NA,NA
300,dairy and poultry,dairy,poultry,You will often find dairy and poultry close to each other in the refrigerated aisle of the grocery store.,You will often find poultry and dairy close to each other in the refrigerated aisle of the grocery store.,NA,NA,NA,NA
301,danger and threat,danger,threat,Riley thought that the danger and threat of sharks were too high to go surfing.,Riley thought that the threat and danger of sharks were too high to go surfing.,NA,NA,NA,NA
302,dark and light,dark,light,Johanna thought the contrast between dark and light colors in the painting made it interesting to look at.,Johanna thought the contrast between light and dark colors in the painting made it interesting to look at.,NA,NA,NA,NA
303,dates and events,dates,events,Katrina had many dates and events to attend because she was very popular.,Katrina had many events and dates to attend because she was very popular.,NA,NA,NA,NA
304,daughter and son,daughter,son,"With the holidays approaching, the daughter and son needed to shop for presents for their parents.","With the holidays approaching, the son and daughter needed to shop for presents for their parents.",NA,NA,NA,NA
305,day and night,day,night,It is harder to tell the difference between day and night if you can't see.,It is harder to tell the difference between night and day if you can't see.,NA,NA,NA,NA
306,days and nights,days,nights,Finn spent many days and nights working on writing his novel.,Finn spent many nights and days working on writing his novel.,NA,NA,NA,NA
307,days and years,days,years,It had been days and years since Molly had seen her cousins.,It had been years and days since Molly had seen her cousins.,NA,NA,NA,NA
308,death and life,death,life,It is hard to tell the difference between death and life when you are in purgatory.,It is hard to tell the difference between life and death when you are in purgatory.,NA,NA,NA,NA
309,debate and discussion,debate,discussion,"During class, there was debate and discussion surrounding the controversial current event.","During class, there was discussion and debate surrounding the controversial current event.",NA,NA,NA,NA
310,december and may,december,may,He is so busy that december and may are the only months he can see his family.,He is so busy that may and december are the only months he can see his family.,NA,NA,NA,NA
311,demand and supply,demand,supply,The economist became famous for studying the way demand and supply affect the steel industry.,The economist became famous for studying the way supply and demand affect the steel industry.,NA,NA,NA,NA
312,demand and supply,demand,supply,The weaver tried to keep up with demand and supply when refugees and immigrants flooded the small town.,The weaver tried to keep up with supply and demand when refugees and immigrants flooded the small town.,NA,NA,NA,NA
